Note: The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
Morgen,Newport,Female,5,1960-08-31,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,0.86,0.86,0.86,0.731,930.0,930,0.478125
Eugenie,Brinson,Female,79,1963-08-10,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,0.94,1.175,1.175,0.9987499999999998,936.0,936,0.476
Reinold,Natt,Male,16,1964-08-23,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,0.73,0.9125,0.9125,0.9125,937.0,937,0.47
Jo,Roberts,Female,41,1945-10-31,Paralegal,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,0.4,0.5,0.5,0.5,937.0,937,0.47
Jacklin,Duchant,Female,77,1940-03-18,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,0.9,0.9,0.9,0.765,939.0,939,0.4675
Colas,Gabbitas,Male,98,1946-09-09,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,0.66,0.66,0.8250000000000001,0.8250000000000001,939.0,939,0.4675
Claudetta,Ricciardiello,Female,61,1974-04-30 00:00:00,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,0.56,0.7000000000000001,0.7000000000000001,0.5950000000000001,939.0,939,0.4675
Angele,Cadore,Female,5,1954-09-06,Chief Design Engineer,,Mass Customer,N,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,0.85,1.0625,1.0625,0.903125,939.0,939,0.4675
Cicily,Hast,Female,63,1971-04-26,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,0.77,0.9625,0.9625,0.9625,939.0,939,0.4675
Harland,Messenger,Male,90,1974-05-28 00:00:00,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,0.41,0.41,0.5125,0.4356249999999999,944.0,944,0.46
Sim,Constantinou,Male,91,1992-08-09,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,Australia,9,0.46,0.46,0.5750000000000001,0.48875,944.0,944,0.46
Shanon,Rolfe,Female,63,1941-08-19,Sales Representative,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,NSW,Australia,7,0.91,0.91,0.91,0.91,944.0,944,0.46
Chryste,Oddboy,Female,44,1988-08-22,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,0.67,0.8375,1.046875,1.046875,947.0,947,0.459
Edin,Patinkin,Female,35,1992-03-26,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,0.76,0.76,0.76,0.646,948.0,948,0.456875
Nolly,Ivanchikov,Male,13,1994-02-10,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,0.47,0.5874999999999999,0.7343749999999999,0.7343749999999999,948.0,948,0.456875
Michele,Pammenter,Male,23,1983-06-26,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,0.48,0.48,0.48,0.48,948.0,948,0.456875
Liane,Abelevitz,Female,26,1976-11-25,Operator,,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,0.73,0.73,0.73,0.6204999999999999,951.0,951,0.4505
Philbert,Bangs,Male,67,1966-03-03,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,0.45,0.5625,0.5625,0.478125,951.0,951,0.4505
Candy,,Female,23,1977-12-08,,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,1.03,1.03,1.03,0.8755,951.0,951,0.4505
Noami,Cokly,Female,74,1962-09-17,,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,0.43,0.5375,0.671875,0.57109375,954.0,954,0.45
Lyndell,Jereatt,Female,14,1994-11-28,Payment Adjustment Coordinator,,High Net Worth,N,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,0.5,0.5,0.625,0.625,954.0,954,0.45
Maximilien,Bourget,Male,12,1969-04-29,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,0.64,0.8,0.8,0.68,956.0,956,0.44625
Benedikta,Naptin,Female,59,1995-08-13,Operator,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,0.56,0.7000000000000001,0.8750000000000001,0.74375,956.0,956,0.44625
Rhodie,Gaskall,Female,83,1964-02-01,VP Quality Control,,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,0.84,1.05,1.3125,1.115625,956.0,956,0.44625
Afton,Andrassy,Female,78,1998-10-14,Web Designer II,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,Australia,8,0.42,0.42,0.42,0.357,956.0,956,0.44625
Blondell,Dibdall,Female,62,1967-01-03,Programmer III,,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,0.95,0.95,0.95,0.8075,960.0,960,0.442
Sonia,Dunstall,Female,0,1975-07-30,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,1.0,1.0,1.25,1.0625,960.0,960,0.442
Benedikt,Adamou,Male,15,1987-01-15,Recruiting Manager,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,Australia,3,0.47,0.47,0.47,0.3995,960.0,960,0.442
Don,Spratling,Male,82,1969-01-05,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,1.05,1.3125,1.640625,1.640625,963.0,963,0.44
Moll,Ogilby,Female,25,1980-12-19,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,0.75,0.9375,0.9375,0.796875,963.0,963,0.44
Jammie,Seldner,Female,42,1975-02-25,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,0.62,0.775,0.96875,0.8234374999999999,963.0,963,0.44
Inglis,Pickaver,Male,33,1994-06-25,Product Engineer,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,1.04,1.04,1.04,1.04,963.0,963,0.44
Clarabelle,Broschek,Female,6,1963-08-25,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,0.74,0.74,0.74,0.629,967.0,967,0.4356249999999999
Tillie,Bisseker,Female,74,1960-08-10,Civil Engineer,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,0.87,0.87,1.0875,1.0875,967.0,967,0.4356249999999999
Irving,Babcock,Male,60,1986-01-17,Dental Hygienist,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,0.92,1.15,1.15,1.15,967.0,967,0.4356249999999999
Evered,Gludor,Male,3,1951-04-30,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,0.92,1.15,1.15,1.15,967.0,967,0.4356249999999999
Mavra,Finan,Female,30,1967-08-23,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,0.87,1.0875,1.359375,1.359375,967.0,967,0.4356249999999999
Frieda,Tavinor,Female,43,1999-03-04,,,Affluent Customer,N,No,10,7 Mallory Lane,3064,VIC,Australia,6,0.49,0.49,0.49,0.49,972.0,972,0.43
Ellwood,Budden,Male,82,1998-06-03,,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,Australia,10,0.99,1.2375,1.546875,1.31484375,972.0,972,0.43
Alex,Patshull,Female,37,1966-01-02,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,0.71,0.8875,0.8875,0.7543749999999999,974.0,974,0.425
Aundrea,Outridge,Female,77,2001-01-24,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,0.67,0.8375,1.046875,1.046875,974.0,974,0.425
Amby,Bodega,Male,63,1968-06-12,Recruiter,,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,0.49,0.6125,0.6125,0.6125,974.0,974,0.425
Esme,Pilipets,Male,15,1967-05-06,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,1.01,1.2625,1.578125,1.34140625,977.0,977,0.42
Beverly,Domnick,Female,56,1938-12-10,Structural Analysis Engineer,IT,Mass Customer,N,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,0.48,0.48,0.6,0.51,977.0,977,0.42
Artemis,Swanson,Male,77,1977-02-12,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,0.84,1.05,1.05,0.8925,979.0,979,0.4165
Daryle,Marginson,Male,93,1986-06-27,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,0.44,0.55,0.6875,0.584375,979.0,979,0.4165
Tyne,Anshell,Female,71,1992-04-08,Mechanical Systems Engineer,,Mass Customer,N,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,0.51,0.6375,0.6375,0.541875,979.0,979,0.4165
Leona,Shorrock,Female,83,1951-08-23,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,0.44,0.55,0.6875,0.6875,979.0,979,0.4165
Bertrando,Carass,Male,45,1956-06-25,Sales Associate,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,0.68,0.68,0.68,0.5780000000000001,983.0,983,0.41
Augusta,Munns,Female,5,1951-09-17,Quality Control Specialist,,Mass Customer,N,No,21,607 Memorial Avenue,2074,NSW,Australia,11,0.87,0.87,1.0875,0.924375,983.0,983,0.41
Pauline,Dallosso,U,82,,Desktop Support Technician,IT,Affluent Customer,N,Yes,0,9594 Badeau Street,2050,NSW,Australia,10,0.68,0.8500000000000001,1.0625,1.0625,985.0,985,0.408
Lauralee,Fudge,Female,83,1987-09-21,Research Nurse,Health,Mass Customer,N,No,15,9460 Monument Park,3277,VIC,Australia,4,0.6,0.6,0.75,0.6375,985.0,985,0.408
Consalve,Ballay,Male,41,1959-09-18,Web Developer I,IT,Mass Customer,N,Yes,7,72 Village Terrace,2250,NSW,Australia,8,0.63,0.7875,0.7875,0.6693749999999999,987.0,987,0.4
Lolly,Prewer,Female,44,1997-10-23,Geologist I,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,Australia,7,1.07,1.07,1.07,0.9095,988.0,988,0.3995
Vyky,Pegg,Female,64,1943-03-15,Quality Control Specialist,Manufacturing,Mass Customer,N,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,0.77,0.9625,0.9625,0.818125,988.0,988,0.3995
Kellen,Pawelski,Female,83,1945-07-26,,Manufacturing,High Net Worth,N,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,1.0,1.25,1.5625,1.5625,988.0,988,0.3995
Jermaine,Bagshawe,Female,60,1954-05-14,Help Desk Operator,Property,Mass Customer,N,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,0.51,0.6375,0.6375,0.541875,988.0,988,0.3995
Bryan,Jachtym,Male,59,1974-05-15,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,0.69,0.8624999999999999,0.8624999999999999,0.7331249999999999,988.0,988,0.3995
Renie,Laundon,Female,32,1973-12-18,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,1.08,1.35,1.35,1.1475,993.0,993,0.391
Weidar,Etheridge,Male,38,1959-07-13,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6,0535 Jay Point,2422,NSW,Australia,4,0.92,1.15,1.15,0.9775,994.0,994,0.3825
Datha,Fishburn,Female,15,1990-07-02,Office Assistant IV,Retail,Mass Customer,N,No,3,6 Caliangt Way,3079,VIC,Australia,12,0.77,0.77,0.9625,0.818125,994.0,994,0.3825
Ferdinand,Romanetti,Male,60,1959-10-07,Paralegal,Financial Services,Affluent Customer,N,No,9,2 Sloan Way,2200,NSW,Australia,7,0.79,0.79,0.79,0.79,996.0,996,0.374
Burk,Wortley,Male,22,2001-10-17,Senior Sales Associate,Health,Mass Customer,N,No,6,04 Union Crossing,2196,NSW,Australia,10,0.76,0.76,0.95,0.8075,997.0,997,0.357
Melloney,Temby,Female,17,1954-10-05,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,N,Yes,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,0.85,1.0625,1.0625,1.0625,997.0,997,0.357
Dickie,Cubbini,Male,30,1952-12-17,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,57666 Victoria Way,4215,QLD,Australia,2,1.09,1.3625,1.3625,1.158125,997.0,997,0.357
Sylas,Duffill,Male,56,1955-10-02,Staff Accountant IV,Property,Mass Customer,N,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,0.47,0.5874999999999999,0.7343749999999999,0.6242187499999999,1000.0,1000,0.34
